roaster_name,title,price,weight_label,weight_grams,price_per_oz,origin_country,origin_region,producer_or_farm,variety,process,elevation,tasting_notes,watchlist_match,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,product_url
Onyx Coffee Lab,EU: Colombia Sebastian Ramirez Gesha White Honey,22.00,113g,142,4.39,Colombia,Quindio,Sebastian Ramirez (El Placer),Geisha,White Honey,,"floral, jasmine, pineapple, herbal, honey",Sebastián Ramírez,WBC Elite,WBC Producer,6th place WBC 2024 (Ian Kissick); 2nd UK championship (Haruka Nango); fourth-generation,Extreme consistency from standardized processing; mentors young producers,https://onyxcoffeelab.com/products/eu-colombia-sebastian-ramirez-gesha-white-honey
Onyx Coffee Lab,EU: Southern Weather,11.40,113g,142,2.28,,,,,Washed,,,,,,,,https://onyxcoffeelab.com/products/southern-weather-eu
Onyx Coffee Lab,EU: Geometry,11.40,113g,142,2.28,"Ethiopia, Colombia",,,,Washed,,,,,,,,https://onyxcoffeelab.com/products/eu-geometry
Onyx Coffee Lab,EU: Eclipse,11.40,113g,142,2.28,,,,,,,,,,,,,https://onyxcoffeelab.com/products/eu-eclipse
Onyx Coffee Lab,Mexico Montserrat Alfaro Gordilo,10.00,4oz,142,2.00,Mexico,Chiapas,Montserrat Alfaro Gordilo,,Washed,,"dried prune, complex chamomile tea",,,,,,https://onyxcoffeelab.com/products/mexico-montserrat-alfaro-gordilo
Onyx Coffee Lab,Brazil Rancho Grande Anaerobic,10.00,4oz,142,2.00,Brazil,,Rancho Grande,,Anaerobic Natural,,"cherry, tart citrus",,,,,,https://onyxcoffeelab.com/products/brazil-rancho-grande-anaerobic
Onyx Coffee Lab,Colombia Sebastian Ramirez Gesha Honey,,10oz,312,,Colombia,Quindio,"Sebastian Ramirez, El Placer",Geisha,Honey,,"floral, jasmine, pineapple, herbal sweetness, honey",Sebastián Ramírez,WBC Elite,WBC Producer,6th place WBC 2024 (Ian Kissick); 2nd UK championship (Haruka Nango); fourth-generation,Extreme consistency from standardized processing; mentors young producers,https://onyxcoffeelab.com/products/colombia-sebastian-ramirez-gesha-honey
Onyx Coffee Lab,Colombia Maria Blandon,30.00,10oz,312,2.73,Colombia,Inza,Maria Blandon,,,,,,,,,,https://onyxcoffeelab.com/products/colombia-maria-blandon
Onyx Coffee Lab,Panama Finca Deborah Gesha Anaerobic Washed,65.00,4oz,142,12.98,Panama,,Finca Deborah,Geisha,Anaerobic Washed,,,Jamison Savage,WBC Elite,WBC Producer,Grand slam 2024 WBC (top 3 all used his coffee); WBC 2016 winner Berg Wu; 10+ national Brewers Cup champions; 2025 US Brewers Cup winner,Pioneer carbonic maceration; 2022 harvest pre-sold; cafe in St. Pete FL,https://onyxcoffeelab.com/products/panama-finca-deborah-gesha-anaerobic-washed
Onyx Coffee Lab,Colombia Isaura Cuchumbe,10.00,4oz,142,2.00,Colombia,,Isaura Cuchumbe,,,,,,,,,,https://onyxcoffeelab.com/products/colombia-isaura-cuchumbe
Onyx Coffee Lab,Honduras Montaña Congolón,10.00,4oz,142,2.00,Honduras,Lempira,Cerro Congolón,,,,,,,,,,https://onyxcoffeelab.com/products/honduras-montana-congolon
Onyx Coffee Lab,Honduras Edgardo Reyes,10.00,4oz,142,2.00,Honduras,,Edgardo Reyes,,,,,,,,,,https://onyxcoffeelab.com/products/honduras-edgardo-reyes
Onyx Coffee Lab,Colombia Yadimir Quiguanas Pérez Bourbon Ají,20.00,4oz,142,3.99,Colombia,Huila,Fernando Oka and Yadimir Quiguanas Pérez,"Bourbon Ají, Ethiopia Landrace",,,,,,,,,https://onyxcoffeelab.com/products/colombia-yadimir-quiguanas-perez-bourbon-aji
Onyx Coffee Lab,Crack A Smile,25.00,10oz,312,2.27,Peru,,,Bourbon,Washed,,,,,,,,https://onyxcoffeelab.com/products/crack-a-smile
Onyx Coffee Lab,Colombia Cauca Alfonso Pillimue,10.00,4oz,142,2.00,Colombia,Cauca,Alfonso Pillimue,,Washed,,"honey, yellow pear",,,,,,https://onyxcoffeelab.com/products/colombia-cauca-alfonso-pillimue
Onyx Coffee Lab,Peru Nueva Alianza Gesha COE #9,22.00,4oz,142,4.39,Peru,,Nueva Alianza,Geisha,,,"white flower, honeysuckle, tart lime",,,,,,https://onyxcoffeelab.com/products/peru-nueva-alianza-gesha-coe-9
Onyx Coffee Lab,Honduras Benjamin Paz Gesha Anaerobic Washed,25.00,4oz,142,4.99,Honduras,Santa Barbara,Benjamin Paz,Geisha,Anaerobic Washed,,,Benjamin Paz,Legend,ACE Legend of Excellence,5x CoE winner; 1st place 2022 & 2024,Mentored 7 producers who reached CoE auction,https://onyxcoffeelab.com/products/honduras-ben-paz-gesha-anaerobic-washed
Onyx Coffee Lab,Panama Iris Estate Gesha Washed,150.00,10oz,312,13.63,Panama,,"Jameson Savage, Iris Estate",Geisha,Washed,,"floral, jasmine, lime",Jamison Savage,WBC Elite,WBC Producer,Grand slam 2024 WBC (top 3 all used his coffee); WBC 2016 winner Berg Wu; 10+ national Brewers Cup champions; 2025 US Brewers Cup winner,Pioneer carbonic maceration; 2022 harvest pre-sold; cafe in St. Pete FL,https://onyxcoffeelab.com/products/panama-iris-estate-gesha-washed
Onyx Coffee Lab,Ethiopia Uraga Gogogu,10.00,4oz,142,2.00,Ethiopia,"Uraga, Oromia, Gogogu",,Heirloom,,,"stone fruit, spice",,,,,,https://onyxcoffeelab.com/products/ethiopia-uraga-gogogu
Onyx Coffee Lab,Colombia Tio Conejo Gesha Honey,22.00,4oz,142,4.39,Colombia,Caldas,Tio Conejo,Geisha,Honey,,"floral, stone-fruit",,,,,,https://onyxcoffeelab.com/products/colombia-tio-conejo-gesha-honey
Onyx Coffee Lab,Kenya Karagoto AB,12.00,4oz,142,2.40,Kenya,Nyeri,Karagoto Factory,,Washed,,"ripe citrus, hibiscus tea",,,,,,https://onyxcoffeelab.com/products/kenya-karagoto-ab
Onyx Coffee Lab,Colombia Carmen Montoya Chiroso,30.00,10oz,312,2.73,Colombia,Urrao,Carmen Montoya,Chiroso,,,,,,,,,https://onyxcoffeelab.com/products/colombia-carmen-montoya-chiroso
Onyx Coffee Lab,Costa Rica Finca Carrizal SL34 Natural,15.00,4oz,142,2.99,Costa Rica,,Finca Carrizal,SL-34,Extended fermentation natural,,"watermelon, floral rose",,,,,,https://onyxcoffeelab.com/products/costa-rica-finca-carrizal-sl34-natural
Onyx Coffee Lab,EU: Monarch,11.40,113g,142,2.28,,,,,Natural,,"dark chocolate, lush, nearly winey berries",,,,,,https://onyxcoffeelab.com/products/monarch-eu
Onyx Coffee Lab,Colombia Sebastian Ramirez Gesha Tangerine,42.00,4oz,142,8.39,Colombia,Quindio,"Sebastian Ramirez, El Placer estates",Geisha,,,"tangerine, mango",Sebastián Ramírez,WBC Elite,WBC Producer,6th place WBC 2024 (Ian Kissick); 2nd UK championship (Haruka Nango); fourth-generation,Extreme consistency from standardized processing; mentors young producers,https://onyxcoffeelab.com/products/colombia-sebastian-ramirez-gesha-tangerine
Onyx Coffee Lab,Colombia Letty Bermudez Gesha Thermal Shock,,4oz,142,,Colombia,,Diego Bermudez,Geisha,Double fermentation thermal shock,,"peach, mango, florals",Diego Bermudez,WBC/CoE,CoE / Controversial,Highest auction price CoE Colombia 2018; BoP disqualification controversy,Controversial — understand debates around methods,https://onyxcoffeelab.com/products/colombia-letty-bermudez-gesha-thermal-shock
Onyx Coffee Lab,Hawaiʻi Kona Kainaliu Farms Maragogype,42.00,4oz,142,8.39,United States,Kona,Kainaliu Farms,Maragogype,,,"white peach, complex fruit",,,,,,https://onyxcoffeelab.com/products/hawaii-kona-kainaliu-farms-maragogype
Onyx Coffee Lab,Rwanda Dukunde Kawa Musasa Natural,,10oz,312,,Rwanda,,Dukunde Kawa Musasa,,Natural,,,,,,,,https://onyxcoffeelab.com/products/rwanda-dukunde-kawa-musasa-natural
Onyx Coffee Lab,Colombia Tolima Finca Montreal Gesha COE #1,85.00,4oz,142,16.97,Colombia,Tolima,Finca Montreal,Geisha,,,,,,,,,https://onyxcoffeelab.com/products/colombia-tolima-finca-montreal-gesha-coe-1
Onyx Coffee Lab,Colombia La Palma Gesha Lactic Honey,65.00,4oz,142,12.98,Colombia,,La Palma Y El Tucan,Geisha,Lactic Honey,,"red-fruit sweetness, guava, melon, jasmine, white flower",La Palma y El Tucán,WBC Elite,WBC Producer,Coffees won WBC 2019,,https://onyxcoffeelab.com/products/colombia-la-palma-gesha-lactic-honey
Onyx Coffee Lab,Colombia Delagua Nuevo Amanecer Natural,15.00,4oz,142,2.99,Colombia,,Nuevo Amanecer,,Natural,,"red fruit, strawberry, raspberry, sweet dark chocolate",Finca El Diviso,WBC Elite,WBC Producer,2022 WBC winner (Anthony Douglas; Sidra); 2024 champion (Mikael Jasin; Aji variety),Most favored farm by recent WBC finalists,https://onyxcoffeelab.com/products/colombia-delagua-nuevo-amanecer-natural
Onyx Coffee Lab,Burundi Ngozi Kamira,10.00,4oz,142,2.00,Burundi,Ngozi,Nkanda Station,,Washed,,"citrus, grapefruit",,,,,,https://onyxcoffeelab.com/products/burundi-ngozi-kamira
Onyx Coffee Lab,Burundi Campazi Natural,10.00,4oz,142,2.00,Burundi,Kayaza province,Campazi,,Natural,,"dried cherries, molasses, hibiscus flower",Ben & Kristy Carlson,Burundi Elite,ACE PCA / CoE Repeat,Microlots consistently top-10 CoE Burundi; own ACE Private Collection auction,Founded 2011; 7500+ farmers on 12 hills; Coffee Scout program; pioneered honey process in Burundi; expanding to Uganda & Kenya,https://onyxcoffeelab.com/products/burundi-campazi-natural
Onyx Coffee Lab,Peru Meza Sagarvinaga Family Natural,20.00,4oz,142,3.99,Peru,central forest,Finca Tasta,,Natural,,fruit,,,,,,https://onyxcoffeelab.com/products/peru-meza-sagarvinaga-family-natural
Onyx Coffee Lab,Peru Liliana Heredia Altamirano Gesha,15.00,4oz,142,2.99,Peru,Cajamarca,Liliana Heredia Altamirano,Geisha,,,,,,,,,https://onyxcoffeelab.com/products/peru-liliana-heredia-altamirano-gesha
Onyx Coffee Lab,Colombia Juan Jimenez Pink Bourbon,15.00,4oz,142,2.99,Colombia,Huila,Juan Jimenez,Pink Bourbon,Washed,,"melon, honey",,,,,,https://onyxcoffeelab.com/products/colombia-juan-jimenez-pink-bourbon
Onyx Coffee Lab,Unnecessarily Soulful,25.00,10oz,312,2.27,,,,,,,,,,,,,https://onyxcoffeelab.com/products/unnecessarily-soulful
Onyx Coffee Lab,Rwanda Humure Abishyizehamwe Anaerobic,15.00,4oz,142,2.99,Rwanda,Eastern province,Humure,,Anaerobic Natural,,,,,,,,https://onyxcoffeelab.com/products/rwanda-humure-abishyizehamwe-anaerobic
Onyx Coffee Lab,Colombia Inmaculada Eugenioides,150.00,10oz,312,13.63,Colombia,,Inmaculada,Eugenioides,,,,Finca El Diviso,WBC Elite,WBC Producer,2022 WBC winner (Anthony Douglas; Sidra); 2024 champion (Mikael Jasin; Aji variety),Most favored farm by recent WBC finalists,https://onyxcoffeelab.com/products/colombia-inmaculada-eugenioides
Onyx Coffee Lab,Indonesia Central Java Sindoro Anaerobic,15.00,4oz,142,2.99,Indonesia,Central Java,Daya Sindoro farmer group,,Anaerobic Honey,,"mixed berries, winey, sweet",,,,,,https://onyxcoffeelab.com/products/indonesia-central-java-sindoro-anaerobic
Onyx Coffee Lab,Rwanda Fugi Warakoze Musaza,10.00,4oz,142,2.00,Rwanda,,Fugi Warakoze Musaza,,Washed,,,,,,,,https://onyxcoffeelab.com/products/rwanda-fugi-warakoze-musaza
Onyx Coffee Lab,Ethiopia Yaye Chericho,20.00,4oz,142,3.99,Ethiopia,,Yaye Chericho,Heirloom,Washed,,"florals, sweetness, acidity",,,,,,https://onyxcoffeelab.com/products/ethiopia-yaye-chericho
Onyx Coffee Lab,Honduras Kilverth Sagastume Natural,10.00,4oz,142,2.00,Honduras,Santa Barbara,Kilverth Sagastume,Parainema,Natural,,"plum, cacao nib",,,,,,https://onyxcoffeelab.com/products/honduras-kilverth-sagastume-natural
Onyx Coffee Lab,The Home Team,28.00,10oz,312,2.54,Colombia,,,,Natural,,"bright, punchy, electric",,,,,,https://onyxcoffeelab.com/products/the-home-team
Onyx Coffee Lab,Decaf Kenya Thiriku AB,12.00,4oz,142,2.40,Kenya,Nyeri,Thiriku Farmers Cooperative Society,,Swiss Water,,,,,,,,https://onyxcoffeelab.com/products/decaf-kenya-thiriku-ab
Onyx Coffee Lab,Colombia La Palma Gesha Anaerobic,,10oz,312,,Colombia,,La Palma Y El Tucan,Geisha,Anaerobic Natural,,"strawberry, florals",La Palma y El Tucán,WBC Elite,WBC Producer,Coffees won WBC 2019,,https://onyxcoffeelab.com/products/colombia-la-palma-gesha-anaerobic
Onyx Coffee Lab,Honduras Marta Vasquez,30.00,10oz,312,2.73,Honduras,San Andres,Marta Vasquez,IHCafe 90,,,,,,,,,https://onyxcoffeelab.com/products/honduras-marta-vasquez
Onyx Coffee Lab,Ecuador Hacienda La Papaya Oak Barrel Anaerobic,20.00,4oz,142,3.99,Ecuador,,Hacienda La Papaya,Typica,Oak Barrel Anaerobic,,"raw wine, ripe berries",,,,,,https://onyxcoffeelab.com/products/ecuador-hacienda-la-papaya-oak-barrel-anaerobic
Onyx Coffee Lab,Mosaic,25.00,10oz,312,2.27,,,,,,,"citric acidity, chocolates",,,,,,https://onyxcoffeelab.com/products/mosaic
Onyx Coffee Lab,Peru La Margarita Gesha,42.00,4oz,142,8.39,Peru,Cusco,Solorzano Family,Geisha,,,"delicate, sweet, acidity, complex sweetness",,,,,,https://onyxcoffeelab.com/products/peru-la-margarita-gesha
Onyx Coffee Lab,Anhydrobiosis,25.00,,283,2.50,,,,,,,,Wilton Benitez,WBC Elite,WBC Producer,Coffees used at WBC regularly; pioneer thermal shock + double-anaerobic + UV/ozone,Chemical engineer; Pink Bourbon via JBC most accessible,https://onyxcoffeelab.com/products/anhydrobiosis
Onyx Coffee Lab,Honduras Edgardo Reyes,10.00,4oz,142,2.00,Honduras,Santa Barbara,Edgardo Reyes,Pacas,Washed,,"stone fruit, white grape, honey",,,,,,https://onyxcoffeelab.com/products/honduras-edgardo-reyes-old
Onyx Coffee Lab,Peru Marilu Lopez Padilla,30.00,,0,,Peru,north of Peru,Marilu Lopez Padilla,,Washed,,,,,,,,https://onyxcoffeelab.com/products/peru-marilu-lopez-padilla
Onyx Coffee Lab,Honduras Sagastume Family Natural,10.00,4oz,142,2.00,Honduras,Santa Barbara,Kilverth and Adan Sagastume,Parainema,Natural,,"red fruits, cherry, fermented sherry",,,,,,https://onyxcoffeelab.com/products/honduras-sagastume-family-natural
Onyx Coffee Lab,Kenya Kagunyu AA Natural,10.00,4oz,142,2.00,Kenya,,Kagunyu factory,,Natural,,"tropical fruit, peaches, honeycomb",,,,,,https://onyxcoffeelab.com/products/kenya-kagunyu-aa-natural
Onyx Coffee Lab,Colombia Inzá Patricia Granda,30.00,,0,,Colombia,"Inzá, Cauca",Patricia Granda,,,,,,,,,,https://onyxcoffeelab.com/products/colombia-inza-patricia-granda
Onyx Coffee Lab,Bolivia Caranavi Matriarcas Project,,10oz,312,,Bolivia,Caranavi,Matriarcas Project,,,,,,,,,,https://onyxcoffeelab.com/products/bolivia-caranavi-matriarcas-project
Onyx Coffee Lab,Decaf Colombia Inzá San Antonio,7.00,2oz,85,2.33,Colombia,"Cauca, Inzá",San Antonio,,Washed,,"red apple, raw sugar, pear",,,,,,https://onyxcoffeelab.com/products/decaf-colombia-inza-san-antonio
Onyx Coffee Lab,ECHELON Colombia Inmaculada Gesha Natural,150.00,,295,14.42,Colombia,,Inmaculada Coffee Farms,Geisha,Natural,,"floral, sweetness",Inmaculada Coffee Farms,WBC Elite,WBC Producer,2021 WBC Champion Diego Campos used Eugenioides; top 3 all used Eugenioides that year,Sparked global interest in eugenioides species,https://onyxcoffeelab.com/products/echelon-colombia-inmaculada-gesha-natural
Onyx Coffee Lab,El Salvador Santa Rosa,15.00,4oz,142,2.99,El Salvador,Chalatenango Mountains,Finca Santa Rosa,,Washed,,"Grape, rose",,,,,,https://onyxcoffeelab.com/products/el-salvador-santa-rosa
Onyx Coffee Lab,Colombia El Tambo Deisy Yazmin Cortez,30.00,,0,,Colombia,Cauca,Deisy Yazmin Cortez,,,,,,,,,,https://onyxcoffeelab.com/products/colombia-el-tambo-deisy-yazmin-cortez
Onyx Coffee Lab,Destroyer,14.00,10oz,312,1.27,,,Halo,Heirloom,Washed,,"white tea, lime, citric acidity, peach",Boledu Coffee (Mebrahtu Aynalem),Ethiopia Elite,CoE Ethiopia Winner,Multiple CoE awards; Golden Bean Australia,750 smallholder producers; experimental + traditional,https://onyxcoffeelab.com/products/destroyer
Onyx Coffee Lab,Tu Lugar Seguro,26.00,10oz,312,2.36,,,,,,,,,,,,,https://onyxcoffeelab.com/products/tu-lugar-seguro
Onyx Coffee Lab,Walrus,26.00,10oz,312,2.36,,,,,,,fruit-forward,,,,,,https://onyxcoffeelab.com/products/walrus
Onyx Coffee Lab,Krampus,12.00,4oz,142,2.40,Kenya,,Rungeto Factory,,,,"burned citrus, deep chocolate",,,,,,https://onyxcoffeelab.com/products/krampus-2023
Onyx Coffee Lab,Kenya Karagoto AB,10.00,4oz,142,2.00,Kenya,Nyeri,Karagoto Factory,,Washed,,"ripe citrus, hibiscus tea",,,,,,https://onyxcoffeelab.com/products/kenya-karagoto-ab-old
Onyx Coffee Lab,The Duet,30.00,10oz,312,2.73,"Colombia, Honduras",,"Pedro Echavarria, Javier Fernandez","Chiroso, Parainema","Honey, Natural",,,,,,,,https://onyxcoffeelab.com/products/the-duet-blend
Onyx Coffee Lab,Costa Rica Francesca Chacon Honey,,,0,,Costa Rica,,Francesca Chacon,,Honey,,,,,,,,https://onyxcoffeelab.com/products/costa-rica-francesca-chacon-honey
Onyx Coffee Lab,Color Decay,28.00,10oz / Coffee Only,312,2.54,Costa Rica,,,,Natural,,"grape, cacao, pineapple, violet",,,,,,https://onyxcoffeelab.com/products/color-decay
Onyx Coffee Lab,Cometeer Onyx Box,84.00,32 Capsules,0,,,,,,,,,,,,,,https://onyxcoffeelab.com/products/cometeer-onyx-box
Onyx Coffee Lab,ECHELON Colombia Inmaculada Eugenioides,150.00,,295,14.42,Colombia,,Inmaculada,Eugenioides,,,,Finca El Diviso,WBC Elite,WBC Producer,2022 WBC winner (Anthony Douglas; Sidra); 2024 champion (Mikael Jasin; Aji variety),Most favored farm by recent WBC finalists,https://onyxcoffeelab.com/products/echelon-colombia-inmaculada-eugenioides-2023
Onyx Coffee Lab,Slipstream,25.00,10oz,312,2.27,,,,,,,"citric acidity, chocolates",,,,,,https://onyxcoffeelab.com/products/slipstream
Onyx Coffee Lab,Supertuck,25.00,10oz,312,2.27,,,,,,,"caramelized notes, dark chocolate, winey berries",,,,,,https://onyxcoffeelab.com/products/supertuck
Onyx Coffee Lab,Ascent,25.00,10oz,312,2.27,,,,,,,"cocoa, dates",,,,,,https://onyxcoffeelab.com/products/ascent
Onyx Coffee Lab,Lanterne Rouge,30.00,10oz,312,2.73,"Ethiopia, Colombia",,,,Washed,,,,,,,,https://onyxcoffeelab.com/products/lanterne-rouge
Onyx Coffee Lab,Guatemala Hermanas Mendez,,,0,,Guatemala,San Pedro Necta,"Juana, Minga Leticia, and Victorina Mendez",,Washed,,"brown sugar, tart apple, orange",,,,,,https://onyxcoffeelab.com/products/guatemala-hermanas-mendez
Onyx Coffee Lab,Colombia Juan Jimenez Pink Bourbon,15.00,4oz,0,,Colombia,Huila,Juan Jimenez,Pink Bourbon,Washed,,"melon, confectioner’s sugar",,,,,,https://onyxcoffeelab.com/products/colombia-juan-jimenez-pink-bourbon-archive
Onyx Coffee Lab,Rapha: Slipstream,75.90,10oz Case Pack (6),1871,1.15,,,,,,,"citric acidity, chocolates",,,,,,https://onyxcoffeelab.com/products/rapha-slipstream
Onyx Coffee Lab,Rapha: Lanterne Rouge,81.90,10oz Case Pack (6),1701,1.36,"Ethiopia, Colombia",,,,Washed,,,,,,,,https://onyxcoffeelab.com/products/rapha-lanterne-rouge
Onyx Coffee Lab,Supertuck,28.00,2lbs,953,0.83,,,,,,,"caramelized notes, dark chocolate, winey berries",,,,,,https://onyxcoffeelab.com/products/rapha-supertuck
Onyx Coffee Lab,Rapha: Ascent,75.90,10oz Case Pack (6),1871,1.15,,,,,,,"cocoa, dates",,,,,,https://onyxcoffeelab.com/products/rapha-ascent
Onyx Coffee Lab,Cxffeeblack,30.00,10oz,312,2.73,Rwanda,,Akagera Station,,Anaerobic Natural,,,,,,,,https://onyxcoffeelab.com/products/cxffeeblack
Onyx Coffee Lab,Darkroom,27.50,10oz,312,2.50,"Kenya, Honduras",,"Baragwi, San Andres Lempa",,,,,,,,,,https://onyxcoffeelab.com/products/darkroom
Onyx Coffee Lab,Balanced,11.25,10oz,312,1.02,,,,,,,,,,,,,https://onyxcoffeelab.com/products/balanced
Onyx Coffee Lab,Ethiopia Guji Bogalech Dukkale Natural,,,0,,Ethiopia,Guji,Bogalech Dukkale,,Natural,,,,,,,,https://onyxcoffeelab.com/products/ethiopia-guji-bogalech-dukkale-natural
Onyx Coffee Lab,Silverstein,30.00,10oz,312,2.73,Costa Rica,,,,Honey,,,,,,,,https://onyxcoffeelab.com/products/silverstein
Onyx Coffee Lab,Kenya Gachatha AA,10.00,4oz,128,2.21,Kenya,Nyeri,Gachatha washing cooperative,,,,,,,,,,https://onyxcoffeelab.com/products/kenya-gachatha-aa
Onyx Coffee Lab,ECHELON Costa Rica La Candelilla Gesha Natural,150.00,,295,14.42,Costa Rica,,Finca Palmilera,Geisha,Natural,,"punchy acidity, delicate florals",,,,,,https://onyxcoffeelab.com/products/echelon-costa-rica-la-candelilla-gesha-natural
Onyx Coffee Lab,Costa Rica Las Lajas Natural,15.00,4oz,113,3.76,Costa Rica,,Las Lajas,,Natural,,"berries, vanilla sweetness",,,,,,https://onyxcoffeelab.com/products/costa-rica-las-lajas-natural-2
Onyx Coffee Lab,Superbrew,10.00,4oz,142,2.00,,,,,,,"honey, plum, berry",,,,,,https://onyxcoffeelab.com/products/superbrew
Onyx Coffee Lab,Hello Local's Off Trail,8.00,4oz,142,1.60,,,,,,,,,,,,,https://onyxcoffeelab.com/products/hello-locals-off-trail
Onyx Coffee Lab,Flying Games,10.00,4oz,142,2.00,,,,,,,smokey tobacco,,,,,,https://onyxcoffeelab.com/products/flying-games
Onyx Coffee Lab,Wake & Bake,27.00,10oz,312,2.45,,,,,,,"chocolate, walnut, citrus, apple",,,,,,https://onyxcoffeelab.com/products/wake-bake
Onyx Coffee Lab,ECHELON Ecuador La Papaya Gesha Natural,150.00,,295,14.42,Ecuador,,Juan Pena,Geisha,Natural,,,,,,,,https://onyxcoffeelab.com/products/echelon-ecuador-la-papaya-gesha-natural
Onyx Coffee Lab,ECHELON Colombia El Jardin COE #3,150.00,,295,14.42,Colombia,,El Jardin,Geisha,Honey,,"jasmine, white honey, honeydew melon",,,,,,https://onyxcoffeelab.com/products/echelon-colombia-el-jardin-coe-3
Onyx Coffee Lab,Lecrae Set,45.00,Lecrae Box Set,397,3.21,"Ethiopia, Colombia",,,,Washed,,"bright citrus, light tea-like body",,,,,,https://onyxcoffeelab.com/products/lecrae
Onyx Coffee Lab,Long Road Home,10.00,4oz,142,2.00,,,,,,,"chocolate, complex sweetness",,,,,,https://onyxcoffeelab.com/products/long-road-home
Onyx Coffee Lab,ECHELON Colombia La Palma Natural Java,150.00,,295,14.42,Colombia,,La Palma y El Tucan,Java,Natural,,"watermelon, tart white grape, jasmine florals",La Palma y El Tucán,WBC Elite,WBC Producer,Coffees won WBC 2019,,https://onyxcoffeelab.com/products/echelon-colombia-la-palma-natural-java
Onyx Coffee Lab,BIGFACE | ONYX,200.00,8oz,907,6.25,Colombia,Cundinamarca,La Palma y El Tucan,Geisha,,,,La Palma y El Tucán,WBC Elite,WBC Producer,Coffees won WBC 2019,,https://onyxcoffeelab.com/products/big-face-onyx
Onyx Coffee Lab,Bungalow - Everybody's Busy,10.25,10oz,298,0.98,,,,,,,,,,,,,https://onyxcoffeelab.com/products/bungalow-everybodys-busy
Onyx Coffee Lab,The Daily,14.00,10oz,298,1.33,,,,,,,,,,,,,https://onyxcoffeelab.com/products/the-daily
Onyx Coffee Lab,Lake Effect,10.25,10oz,298,0.98,,,,,,,,,,,,,https://onyxcoffeelab.com/products/lake-effect
Onyx Coffee Lab,ECHELON Honduras Benjamin Paz Gesha COE #1,150.00,,295,14.42,Honduras,,Benjamin Paz,Geisha,,,,Benjamin Paz,Legend,ACE Legend of Excellence,5x CoE winner; 1st place 2022 & 2024,Mentored 7 producers who reached CoE auction,https://onyxcoffeelab.com/products/echelon-honduras-benjamin-paz-gesha-coe-1
Onyx Coffee Lab,Fairlane Blend,9.68,10oz,312,0.88,,,,,,,,,,,,,https://onyxcoffeelab.com/products/fairlane-blend
Onyx Coffee Lab,Cross Church Blend,26.25,5lbs,2268,0.33,,,,,,,,,,,,,https://onyxcoffeelab.com/products/cross-church-blend
Onyx Coffee Lab,Life Church Blend (Rogers),14.00,1.4lbs,2268,0.17,,,,,,,,,,,,,https://onyxcoffeelab.com/products/life-church-rogers
Onyx Coffee Lab,Ozark Natural Foods (Co-Op Blend),56.00,5lbs,2268,0.70,,,,,,,,,,,,,https://onyxcoffeelab.com/products/ozark-natural-foods-co-op-blend
Onyx Coffee Lab,ECHELON Colombia Cafe Granja Sidra Honey,150.00,,295,14.42,Colombia,,Cafe Granja la Esperanza,Sidra,Anaerobic honey,,"pungent, fruited",Herrera Family,WBC Elite,WBC Producer,2023 WBrC winner (Carlos Medina; natural Sidra); multiple national champions,Multi-generational; free worldwide shipping direct,https://onyxcoffeelab.com/products/echelon-colombia-cafe-granja-sidra-honey
Onyx Coffee Lab,Good Day,10.00,4oz,142,2.00,,,,,,,"fruit, sweetness",,,,,,https://onyxcoffeelab.com/products/good-day
Onyx Coffee Lab,Decade,30.00,10oz,312,2.73,Colombia and Ethiopia,,,,,,,,,,,,https://onyxcoffeelab.com/products/decade
Onyx Coffee Lab,Turtleneck,35.00,10oz,312,3.18,Colombia,,La Palma Reinel Ceron,,,,,,,,,,https://onyxcoffeelab.com/products/turtleneck
Onyx Coffee Lab,ECHELON Panama Elida Gesha Washed,150.00,,295,14.42,Panama,Boquete,Elida Estate,Geisha,Washed,,,,,,,,https://onyxcoffeelab.com/products/echelon-panama-elida-gesha-washed
Onyx Coffee Lab,ECHELON Colombia La Palma Gesha Natural #37,150.00,,295,14.42,Colombia,,La Palma Y El Tucan,Geisha,Natural,,"pineapple sugar, jasmine, black tea, tropical fruit sweetness",La Palma y El Tucán,WBC Elite,WBC Producer,Coffees won WBC 2019,,https://onyxcoffeelab.com/products/echelon-colombia-la-palma-gesha-natural-37
Onyx Coffee Lab,Fayetteville Roots,26.00,10oz,312,2.36,,,,,,,,,,,,,https://onyxcoffeelab.com/products/fayetteville-roots
Onyx Coffee Lab,ECHELON Colombia Cafe Granja Mokka Anaerobic,150.00,,295,14.42,Colombia,Sierra Nevada,Cafe Granja La Esperanza,Mokka,Anaerobic Natural,,"dried cherry, grapefruit",Herrera Family,WBC Elite,WBC Producer,2023 WBrC winner (Carlos Medina; natural Sidra); multiple national champions,Multi-generational; free worldwide shipping direct,https://onyxcoffeelab.com/products/echelon-colombia-cafe-granja-mokka-anaerobic
Onyx Coffee Lab,Colombia Eduardo Muñoz Tulcan Pink Bourbon,15.00,4oz,142,2.99,Colombia,Huila,Eduardo Muñoz Tulcan,Pink Bourbon,Natural,,"raspberry, cacao nib",,,,,,https://onyxcoffeelab.com/products/colombia-eduardo-munoz-tulcan-pink-bourbon
